winery;wine;year;rating;num_reviews;country;region;price;type;body;acidity
Mustiguillo;Finca Terrerazo;2017;04. Feb;390;Espana;El Terrerazo;24.45;Red;4;3
Matarromera;Gran Reserva;2011;04. Feb;389;Espana;Ribera del Duero;64.5;Ribera Del Duero Red;5;3
Sei Solo;Preludio;2016;04. Feb;388;Espana;Ribera del Duero;31.63;Ribera Del Duero Red;5;3
Vinedos de Paganos;El Puntido;2005;04. Feb;384;Espana;Rioja;73;Rioja Red;4;3
La Vicalanda;Reserva;2015;04. Feb;420;Espana;Rioja;17. Mai;Rioja Red;4;3
Enrique Mendoza;Santa Rosa;2017;04. Feb;420;Espana;Alicante;18. Sep;Red;4;3
Clos Pons;Roc Nu;2011;04. Feb;420;Espana;Costers del Segre;23.95;Red;4;3
Sierra Cantabria;Coleccion Privada;2012;04. Feb;420;Espana;Rioja;28. Mrz;Rioja Red;4;3
Imperial;Rioja Reserva;2004;04. Feb;417;Espana;Rioja;45;Rioja Red;4;3
Losada;Altos de Losada;2018;04. Feb;415;Espana;Bierzo;17. Sep;Mencia;3;3
Mar de Frades;Rias Baixas Albarino Finca Valinas;2015;04. Feb;414;Espana;Rias Baixas;16.78;Albarino;3;3
La Rioja Alta;Vina Alberdi Crianza;2018;04. Feb;410;Espana;Rioja;13.58;Rioja Red;4;3
Bodegas La Horra;Corimbo I;2015;04. Feb;412;Espana;Ribera del Duero;37.9;Ribera Del Duero Red;5;3
Vina Pedrosa;Gran Reserva;2011;04. Feb;410;Espana;Ribera del Duero;51.35;Ribera Del Duero Red;5;3
Campillo;Gran Reserva Rioja;2012;04. Feb;410;Espana;Rioja;22.99;Rioja Red;4;3
Ramon do Casar;Treixadura;2020;04. Feb;407;Espana;Ribeiro;Nov 95;NA;NA;NA
Lustau;Candela Cream Dulce Sweet;N.V.;04. Feb;405;Espana;Jerez-Xeres-Sherry;07. Jan;Sherry;4;3
Portal del Priorat;Clos del Portal Somni;2014;04. Feb;404;Espana;Priorato;77.36;Priorat Red;4;3
Binigrau;Nounat;2020;04. Feb;404;Espana;Mallorca;19. Sep;NA;NA;NA
Ramon Bilbao;Mirto;2011;04. Feb;402;Espana;Rioja;28.53;Rioja Red;4;3
Matsu;El Viejo;2019;04. Feb;400;Espana;Toro;27.89;Toro Red;5;3
Artadi;Valdegines;2016;04. Feb;398;Espana;Vino de Espana;48.96;Tempranillo;4;2
Contino;Rioja Graciano;2011;04. Feb;395;Espana;Rioja;61.94;Rioja Red;4;3
Contino;Reserva;2016;04. Feb;392;Espana;Rioja;19.98;Rioja Red;4;3
Conreria d'Scala Dei;Les Brugueres;2018;04. Feb;390;Espana;Priorato;16.76;Priorat Red;4;3
Mustiguillo;Finca Terrerazo;2017;04. Feb;390;Espana;El Terrerazo;24.45;Red;4;3
Matarromera;Gran Reserva;2011;04. Feb;389;Espana;Ribera del Duero;64.5;Ribera Del Duero Red;5;3
Sei Solo;Preludio;2016;04. Feb;388;Espana;Ribera del Duero;31.63;Ribera Del Duero Red;5;3
Vinedos de Paganos;El Puntido;2005;04. Feb;384;Espana;Rioja;73;Rioja Red;4;3
La Vicalanda;Reserva;2015;04. Feb;420;Espana;Rioja;17. Mai;Rioja Red;4;3
Enrique Mendoza;Santa Rosa;2017;04. Feb;420;Espana;Alicante;18. Sep;Red;4;3
Clos Pons;Roc Nu;2011;04. Feb;420;Espana;Costers del Segre;23.95;Red;4;3
Sierra Cantabria;Coleccion Privada;2012;04. Feb;420;Espana;Rioja;28. Mrz;Rioja Red;4;3
Imperial;Rioja Reserva;2004;04. Feb;417;Espana;Rioja;45;Rioja Red;4;3
Losada;Altos de Losada;2018;04. Feb;415;Espana;Bierzo;17. Sep;Mencia;3;3
Mar de Frades;Rias Baixas Albarino Finca Valinas;2015;04. Feb;414;Espana;Rias Baixas;16.78;Albarino;3;3
La Rioja Alta;Vina Alberdi Crianza;2018;04. Feb;410;Espana;Rioja;13.58;Rioja Red;4;3
Bodegas La Horra;Corimbo I;2015;04. Feb;412;Espana;Ribera del Duero;37.9;Ribera Del Duero Red;5;3
Vina Pedrosa;Gran Reserva;2011;04. Feb;410;Espana;Ribera del Duero;51.35;Ribera Del Duero Red;5;3
Campillo;Gran Reserva Rioja;2012;04. Feb;410;Espana;Rioja;22.99;Rioja Red;4;3
Ramon do Casar;Treixadura;2020;04. Feb;407;Espana;Ribeiro;Nov 95;NA;NA;NA
Lustau;Candela Cream Dulce Sweet;N.V.;04. Feb;405;Espana;Jerez-Xeres-Sherry;07. Jan;Sherry;4;3
Portal del Priorat;Clos del Portal Somni;2014;04. Feb;404;Espana;Priorato;77.36;Priorat Red;4;3
Binigrau;Nounat;2020;04. Feb;404;Espana;Mallorca;19. Sep;NA;NA;NA
Ramon Bilbao;Mirto;2011;04. Feb;402;Espana;Rioja;28.53;Rioja Red;4;3
Matsu;El Viejo;2019;04. Feb;400;Espana;Toro;27.89;Toro Red;5;3
Artadi;Valdegines;2016;04. Feb;398;Espana;Vino de Espana;48.96;Tempranillo;4;2
Contino;Rioja Graciano;2011;04. Feb;395;Espana;Rioja;61.94;Rioja Red;4;3
Contino;Reserva;2016;04. Feb;392;Espana;Rioja;19.98;Rioja Red;4;3
Conreria d'Scala Dei;Les Brugueres;2018;04. Feb;390;Espana;Priorato;16.76;Priorat Red;4;3
Mustiguillo;Finca Terrerazo;2017;04. Feb;390;Espana;El Terrerazo;24.45;Red;4;3
Matarromera;Gran Reserva;2011;04. Feb;389;Espana;Ribera del Duero;64.5;Ribera Del Duero Red;5;3
Sei Solo;Preludio;2016;04. Feb;388;Espana;Ribera del Duero;31.63;Ribera Del Duero Red;5;3
Vinedos de Paganos;El Puntido;2005;04. Feb;384;Espana;Rioja;73;Rioja Red;4;3
La Vicalanda;Reserva;2015;04. Feb;420;Espana;Rioja;17. Mai;Rioja Red;4;3
Enrique Mendoza;Santa Rosa;2017;04. Feb;420;Espana;Alicante;18. Sep;Red;4;3
Clos Pons;Roc Nu;2011;04. Feb;420;Espana;Costers del Segre;23.95;Red;4;3
Sierra Cantabria;Coleccion Privada;2012;04. Feb;420;Espana;Rioja;28. Mrz;Rioja Red;4;3
Imperial;Rioja Reserva;2004;04. Feb;417;Espana;Rioja;45;Rioja Red;4;3
Losada;Altos de Losada;2018;04. Feb;415;Espana;Bierzo;17. Sep;Mencia;3;3
Mar de Frades;Rias Baixas Albarino Finca Valinas;2015;04. Feb;414;Espana;Rias Baixas;16.78;Albarino;3;3
La Rioja Alta;Vina Alberdi Crianza;2018;04. Feb;410;Espana;Rioja;13.58;Rioja Red;4;3
Bodegas La Horra;Corimbo I;2015;04. Feb;412;Espana;Ribera del Duero;37.9;Ribera Del Duero Red;5;3
Vina Pedrosa;Gran Reserva;2011;04. Feb;410;Espana;Ribera del Duero;51.35;Ribera Del Duero Red;5;3
Campillo;Gran Reserva Rioja;2012;04. Feb;410;Espana;Rioja;22.99;Rioja Red;4;3
Ramon do Casar;Treixadura;2020;04. Feb;407;Espana;Ribeiro;Nov 95;NA;NA;NA
Lustau;Candela Cream Dulce Sweet;N.V.;04. Feb;405;Espana;Jerez-Xeres-Sherry;07. Jan;Sherry;4;3
Portal del Priorat;Clos del Portal Somni;2014;04. Feb;404;Espana;Priorato;77.36;Priorat Red;4;3
Binigrau;Nounat;2020;04. Feb;404;Espana;Mallorca;19. Sep;NA;NA;NA
Ramon Bilbao;Mirto;2011;04. Feb;402;Espana;Rioja;28.53;Rioja Red;4;3
Matsu;El Viejo;2019;04. Feb;400;Espana;Toro;27.89;Toro Red;5;3
Artadi;Valdegines;2016;04. Feb;398;Espana;Vino de Espana;48.96;Tempranillo;4;2
Contino;Rioja Graciano;2011;04. Feb;395;Espana;Rioja;61.94;Rioja Red;4;3
Contino;Reserva;2016;04. Feb;392;Espana;Rioja;19.98;Rioja Red;4;3
Conreria d'Scala Dei;Les Brugueres;2018;04. Feb;390;Espana;Priorato;16.76;Priorat Red;4;3
Mustiguillo;Finca Terrerazo;2017;04. Feb;390;Espana;El Terrerazo;24.45;Red;4;3
Matarromera;Gran Reserva;2011;04. Feb;389;Espana;Ribera del Duero;64.5;Ribera Del Duero Red;5;3
Sei Solo;Preludio;2016;04. Feb;388;Espana;Ribera del Duero;31.63;Ribera Del Duero Red;5;3
Vinedos de Paganos;El Puntido;2005;04. Feb;384;Espana;Rioja;73;Rioja Red;4;3
La Vicalanda;Reserva;2015;04. Feb;420;Espana;Rioja;17. Mai;Rioja Red;4;3
Enrique Mendoza;Santa Rosa;2017;04. Feb;420;Espana;Alicante;18. Sep;Red;4;3
Clos Pons;Roc Nu;2011;04. Feb;420;Espana;Costers del Segre;23.95;Red;4;3
Sierra Cantabria;Coleccion Privada;2012;04. Feb;420;Espana;Rioja;28. Mrz;Rioja Red;4;3
Imperial;Rioja Reserva;2004;04. Feb;417;Espana;Rioja;45;Rioja Red;4;3
Losada;Altos de Losada;2018;04. Feb;415;Espana;Bierzo;17. Sep;Mencia;3;3
Mar de Frades;Rias Baixas Albarino Finca Valinas;2015;04. Feb;414;Espana;Rias Baixas;16.78;Albarino;3;3
La Rioja Alta;Vina Alberdi Crianza;2018;04. Feb;410;Espana;Rioja;13.58;Rioja Red;4;3
Bodegas La Horra;Corimbo I;2015;04. Feb;412;Espana;Ribera del Duero;37.9;Ribera Del Duero Red;5;3
Vina Pedrosa;Gran Reserva;2011;04. Feb;410;Espana;Ribera del Duero;51.35;Ribera Del Duero Red;5;3
Campillo;Gran Reserva Rioja;2012;04. Feb;410;Espana;Rioja;22.99;Rioja Red;4;3
Ramon do Casar;Treixadura;2020;04. Feb;407;Espana;Ribeiro;Nov 95;NA;NA;NA
Lustau;Candela Cream Dulce Sweet;N.V.;04. Feb;405;Espana;Jerez-Xeres-Sherry;07. Jan;Sherry;4;3
Portal del Priorat;Clos del Portal Somni;2014;04. Feb;404;Espana;Priorato;77.36;Priorat Red;4;3
Binigrau;Nounat;2020;04. Feb;404;Espana;Mallorca;19. Sep;NA;NA;NA
Ramon Bilbao;Mirto;2011;04. Feb;402;Espana;Rioja;28.53;Rioja Red;4;3
Matsu;El Viejo;2019;04. Feb;400;Espana;Toro;27.89;Toro Red;5;3
Artadi;Valdegines;2016;04. Feb;398;Espana;Vino de Espana;48.96;Tempranillo;4;2
Contino;Rioja Graciano;2011;04. Feb;395;Espana;Rioja;61.94;Rioja Red;4;3
Contino;Reserva;2016;04. Feb;392;Espana;Rioja;19.98;Rioja Red;4;3
Conreria d'Scala Dei;Les Brugueres;2018;04. Feb;390;Espana;Priorato;16.76;Priorat Red;4;3
Mustiguillo;Finca Terrerazo;2017;04. Feb;390;Espana;El Terrerazo;24.45;Red;4;3
Matarromera;Gran Reserva;2011;04. Feb;389;Espana;Ribera del Duero;64.5;Ribera Del Duero Red;5;3
Sei Solo;Preludio;2016;04. Feb;388;Espana;Ribera del Duero;31.63;Ribera Del Duero Red;5;3
Vinedos de Paganos;El Puntido;2005;04. Feb;384;Espana;Rioja;73;Rioja Red;4;3
La Vicalanda;Reserva;2015;04. Feb;420;Espana;Rioja;17. Mai;Rioja Red;4;3
Enrique Mendoza;Santa Rosa;2017;04. Feb;420;Espana;Alicante;18. Sep;Red;4;3
Clos Pons;Roc Nu;2011;04. Feb;420;Espana;Costers del Segre;23.95;Red;4;3
Sierra Cantabria;Coleccion Privada;2012;04. Feb;420;Espana;Rioja;28. Mrz;Rioja Red;4;3
Imperial;Rioja Reserva;2004;04. Feb;417;Espana;Rioja;45;Rioja Red;4;3
Losada;Altos de Losada;2018;04. Feb;415;Espana;Bierzo;17. Sep;Mencia;3;3
Mar de Frades;Rias Baixas Albarino Finca Valinas;2015;04. Feb;414;Espana;Rias Baixas;16.78;Albarino;3;3
La Rioja Alta;Vina Alberdi Crianza;2018;04. Feb;410;Espana;Rioja;13.58;Rioja Red;4;3
Bodegas La Horra;Corimbo I;2015;04. Feb;412;Espana;Ribera del Duero;37.9;Ribera Del Duero Red;5;3
Vina Pedrosa;Gran Reserva;2011;04. Feb;410;Espana;Ribera del Duero;51.35;Ribera Del Duero Red;5;3
Campillo;Gran Reserva Rioja;2012;04. Feb;410;Espana;Rioja;22.99;Rioja Red;4;3
Ramon do Casar;Treixadura;2020;04. Feb;407;Espana;Ribeiro;Nov 95;NA;NA;NA
Lustau;Candela Cream Dulce Sweet;N.V.;04. Feb;405;Espana;Jerez-Xeres-Sherry;07. Jan;Sherry;4;3
Portal del Priorat;Clos del Portal Somni;2014;04. Feb;404;Espana;Priorato;77.36;Priorat Red;4;3
Binigrau;Nounat;2020;04. Feb;404;Espana;Mallorca;19. Sep;NA;NA;NA
Ramon Bilbao;Mirto;2011;04. Feb;402;Espana;Rioja;28.53;Rioja Red;4;3
Matsu;El Viejo;2019;04. Feb;400;Espana;Toro;27.89;Toro Red;5;3
Artadi;Valdegines;2016;04. Feb;398;Espana;Vino de Espana;48.96;Tempranillo;4;2
Contino;Rioja Graciano;2011;04. Feb;395;Espana;Rioja;61.94;Rioja Red;4;3
Contino;Reserva;2016;04. Feb;392;Espana;Rioja;19.98;Rioja Red;4;3
Conreria d'Scala Dei;Les Brugueres;2018;04. Feb;390;Espana;Priorato;16.76;Priorat Red;4;3
Mustiguillo;Finca Terrerazo;2017;04. Feb;390;Espana;El Terrerazo;24.45;Red;4;3
Matarromera;Gran Reserva;2011;04. Feb;389;Espana;Ribera del Duero;64.5;Ribera Del Duero Red;5;3
Sei Solo;Preludio;2016;04. Feb;388;Espana;Ribera del Duero;31.63;Ribera Del Duero Red;5;3
Vinedos de Paganos;El Puntido;2005;04. Feb;384;Espana;Rioja;73;Rioja Red;4;3
La Vicalanda;Reserva;2015;04. Feb;420;Espana;Rioja;17. Mai;Rioja Red;4;3
Enrique Mendoza;Santa Rosa;2017;04. Feb;420;Espana;Alicante;18. Sep;Red;4;3
Clos Pons;Roc Nu;2011;04. Feb;420;Espana;Costers del Segre;23.95;Red;4;3
Sierra Cantabria;Coleccion Privada;2012;04. Feb;420;Espana;Rioja;28. Mrz;Rioja Red;4;3
Imperial;Rioja Reserva;2004;04. Feb;417;Espana;Rioja;45;Rioja Red;4;3
Losada;Altos de Losada;2018;04. Feb;415;Espana;Bierzo;17. Sep;Mencia;3;3
Mar de Frades;Rias Baixas Albarino Finca Valinas;2015;04. Feb;414;Espana;Rias Baixas;16.78;Albarino;3;3
La Rioja Alta;Vina Alberdi Crianza;2018;04. Feb;410;Espana;Rioja;13.58;Rioja Red;4;3
Bodegas La Horra;Corimbo I;2015;04. Feb;412;Espana;Ribera del Duero;37.9;Ribera Del Duero Red;5;3
Vina Pedrosa;Gran Reserva;2011;04. Feb;410;Espana;Ribera del Duero;51.35;Ribera Del Duero Red;5;3
Campillo;Gran Reserva Rioja;2012;04. Feb;410;Espana;Rioja;22.99;Rioja Red;4;3
Ramon do Casar;Treixadura;2020;04. Feb;407;Espana;Ribeiro;Nov 95;NA;NA;NA
Lustau;Candela Cream Dulce Sweet;N.V.;04. Feb;405;Espana;Jerez-Xeres-Sherry;07. Jan;Sherry;4;3
Portal del Priorat;Clos del Portal Somni;2014;04. Feb;404;Espana;Priorato;77.36;Priorat Red;4;3
Binigrau;Nounat;2020;04. Feb;404;Espana;Mallorca;19. Sep;NA;NA;NA
Ramon Bilbao;Mirto;2011;04. Feb;402;Espana;Rioja;28.53;Rioja Red;4;3
Matsu;El Viejo;2019;04. Feb;400;Espana;Toro;27.89;Toro Red;5;3
Artadi;Valdegines;2016;04. Feb;398;Espana;Vino de Espana;48.96;Tempranillo;4;2
Contino;Rioja Graciano;2011;04. Feb;395;Espana;Rioja;61.94;Rioja Red;4;3
Contino;Reserva;2016;04. Feb;392;Espana;Rioja;19.98;Rioja Red;4;3
Conreria d'Scala Dei;Les Brugueres;2018;04. Feb;390;Espana;Priorato;16.76;Priorat Red;4;3
Mustiguillo;Finca Terrerazo;2017;04. Feb;390;Espana;El Terrerazo;24.45;Red;4;3
Matarromera;Gran Reserva;2011;04. Feb;389;Espana;Ribera del Duero;64.5;Ribera Del Duero Red;5;3
Sei Solo;Preludio;2016;04. Feb;388;Espana;Ribera del Duero;31.63;Ribera Del Duero Red;5;3
Vinedos de Paganos;El Puntido;2005;04. Feb;384;Espana;Rioja;73;Rioja Red;4;3
La Vicalanda;Reserva;2015;04. Feb;420;Espana;Rioja;17. Mai;Rioja Red;NA;NA
Enrique Mendoza;Santa Rosa;2017;04. Feb;420;Espana;Alicante;18. Sep;Red;NA;NA
Clos Pons;Roc Nu;2011;04. Feb;420;Espana;Costers del Segre;23.95;Red;NA;NA
Sierra Cantabria;Coleccion Privada;2012;04. Feb;420;Espana;Rioja;28. Mrz;Rioja Red;NA;NA
Imperial;Rioja Reserva;2004;04. Feb;417;Espana;Rioja;45;Rioja Red;NA;NA
Losada;Altos de Losada;2018;04. Feb;415;Espana;Bierzo;17. Sep;Mencia;NA;NA
Mar de Frades;Rias Baixas Albarino Finca Valinas;2015;04. Feb;414;Espana;Rias Baixas;16.78;Albarino;NA;NA
La Rioja Alta;Vina Alberdi Crianza;2018;04. Feb;410;Espana;Rioja;13.58;Rioja Red;NA;NA
Bodegas La Horra;Corimbo I;2015;04. Feb;412;Espana;Ribera del Duero;37.9;Ribera Del Duero Red;NA;NA
Vina Pedrosa;Gran Reserva;2011;04. Feb;410;Espana;Ribera del Duero;51.35;Ribera Del Duero Red;NA;NA
Campillo;Gran Reserva Rioja;2012;04. Feb;410;Espana;Rioja;22.99;Rioja Red;NA;NA
Ramon do Casar;Treixadura;2020;04. Feb;407;Espana;Ribeiro;Nov 95;NA;NA;NA
Lustau;Candela Cream Dulce Sweet;N.V.;04. Feb;405;Espana;Jerez-Xeres-Sherry;07. Jan;Sherry;NA;NA
Portal del Priorat;Clos del Portal Somni;2014;04. Feb;404;Espana;Priorato;77.36;Priorat Red;NA;NA
Binigrau;Nounat;2020;04. Feb;404;Espana;Mallorca;19. Sep;NA;NA;NA
Ramon Bilbao;Mirto;2011;04. Feb;402;Espana;Rioja;28.53;Rioja Red;NA;NA
Matsu;El Viejo;2019;04. Feb;400;Espana;Toro;27.89;Toro Red;NA;NA
Artadi;Valdegines;2016;04. Feb;398;Espana;Vino de Espana;48.96;Tempranillo;NA;NA
Contino;Rioja Graciano;2011;04. Feb;395;Espana;Rioja;61.94;Rioja Red;NA;NA
Contino;Reserva;2016;04. Feb;392;Espana;Rioja;19.98;Rioja Red;NA;NA
Conreria d'Scala Dei;Les Brugueres;2018;04. Feb;390;Espana;Priorato;16.76;Priorat Red;NA;NA
Mustiguillo;Finca Terrerazo;2017;04. Feb;390;Espana;El Terrerazo;24.45;Red;NA;NA
Matarromera;Gran Reserva;2011;04. Feb;389;Espana;Ribera del Duero;64.5;Ribera Del Duero Red;NA;NA
Sei Solo;Preludio;2016;04. Feb;388;Espana;Ribera del Duero;31.63;Ribera Del Duero Red;NA;NA
Vinedos de Paganos;El Puntido;2005;04. Feb;384;Espana;Rioja;73;Rioja Red;NA;NA
La Vicalanda;Reserva;2015;04. Feb;420;Espana;Rioja;17. Mai;Rioja Red;4;3
Enrique Mendoza;Santa Rosa;2017;04. Feb;420;Espana;Alicante;18. Sep;Red;4;3
Clos Pons;Roc Nu;2011;04. Feb;420;Espana;Costers del Segre;23.95;Red;4;3
Sierra Cantabria;Coleccion Privada;2012;04. Feb;420;Espana;Rioja;28. Mrz;Rioja Red;4;3
Imperial;Rioja Reserva;2004;04. Feb;417;Espana;Rioja;45;Rioja Red;4;3
Losada;Altos de Losada;2018;04. Feb;415;Espana;Bierzo;17. Sep;Mencia;3;3
Mar de Frades;Rias Baixas Albarino Finca Valinas;2015;04. Feb;414;Espana;Rias Baixas;16.78;Albarino;3;3
La Rioja Alta;Vina Alberdi Crianza;2018;04. Feb;410;Espana;Rioja;13.58;Rioja Red;4;3
Bodegas La Horra;Corimbo I;2015;04. Feb;412;Espana;Ribera del Duero;37.9;Ribera Del Duero Red;5;3
Vina Pedrosa;Gran Reserva;2011;04. Feb;410;Espana;Ribera del Duero;51.35;Ribera Del Duero Red;5;3
Campillo;Gran Reserva Rioja;2012;04. Feb;410;Espana;Rioja;22.99;Rioja Red;4;3
Ramon do Casar;Treixadura;2020;04. Feb;407;Espana;Ribeiro;Nov 95;NA;NA;NA
Lustau;Candela Cream Dulce Sweet;N.V.;04. Feb;405;Espana;Jerez-Xeres-Sherry;07. Jan;Sherry;4;3
Portal del Priorat;Clos del Portal Somni;2014;04. Feb;404;Espana;Priorato;77.36;Priorat Red;4;3
Binigrau;Nounat;2020;04. Feb;404;Espana;Mallorca;19. Sep;NA;NA;NA
Ramon Bilbao;Mirto;2011;04. Feb;402;Espana;Rioja;28.53;Rioja Red;4;3
Matsu;El Viejo;2019;04. Feb;400;Espana;Toro;27.89;Toro Red;5;3
Artadi;Valdegines;2016;04. Feb;398;Espana;Vino de Espana;48.96;Tempranillo;4;2
Contino;Rioja Graciano;2011;04. Feb;395;Espana;Rioja;61.94;Rioja Red;4;3
Contino;Reserva;2016;04. Feb;392;Espana;Rioja;19.98;Rioja Red;4;3
Conreria d'Scala Dei;Les Brugueres;2018;04. Feb;390;Espana;Priorato;16.76;Priorat Red;4;3
Mustiguillo;Finca Terrerazo;2017;04. Feb;390;Espana;El Terrerazo;24.45;Red;4;3
Matarromera;Gran Reserva;2011;04. Feb;389;Espana;Ribera del Duero;64.5;Ribera Del Duero Red;5;3
Sei Solo;Preludio;2016;04. Feb;388;Espana;Ribera del Duero;31.63;Ribera Del Duero Red;5;3
Vinedos de Paganos;El Puntido;2005;04. Feb;384;Espana;Rioja;73;Rioja Red;4;3
La Vicalanda;Reserva;2015;04. Feb;420;Espana;Rioja;17. Mai;Rioja Red;4;3
Enrique Mendoza;Santa Rosa;2017;04. Feb;420;Espana;Alicante;18. Sep;Red;4;3
Clos Pons;Roc Nu;2011;04. Feb;420;Espana;Costers del Segre;23.95;Red;4;3
Sierra Cantabria;Coleccion Privada;2012;04. Feb;420;Espana;Rioja;28. Mrz;Rioja Red;4;3
Imperial;Rioja Reserva;2004;04. Feb;417;Espana;Rioja;45;Rioja Red;4;3
Losada;Altos de Losada;2018;04. Feb;415;Espana;Bierzo;17. Sep;Mencia;3;3
Mar de Frades;Rias Baixas Albarino Finca Valinas;2015;04. Feb;414;Espana;Rias Baixas;16.78;Albarino;3;3
La Rioja Alta;Vina Alberdi Crianza;2018;04. Feb;410;Espana;Rioja;13.58;Rioja Red;4;3
Bodegas La Horra;Corimbo I;2015;04. Feb;412;Espana;Ribera del Duero;37.9;Ribera Del Duero Red;5;3
Vina Pedrosa;Gran Reserva;2011;04. Feb;410;Espana;Ribera del Duero;51.35;Ribera Del Duero Red;5;3
Campillo;Gran Reserva Rioja;2012;04. Feb;410;Espana;Rioja;22.99;Rioja Red;4;3
Ramon do Casar;Treixadura;2020;04. Feb;407;Espana;Ribeiro;Nov 95;NA;NA;NA
Lustau;Candela Cream Dulce Sweet;N.V.;04. Feb;405;Espana;Jerez-Xeres-Sherry;07. Jan;Sherry;4;3
Portal del Priorat;Clos del Portal Somni;2014;04. Feb;404;Espana;Priorato;77.36;Priorat Red;4;3
Binigrau;Nounat;2020;04. Feb;404;Espana;Mallorca;19. Sep;NA;NA;NA
Ramon Bilbao;Mirto;2011;04. Feb;402;Espana;Rioja;28.53;Rioja Red;4;3
Matsu;El Viejo;2019;04. Feb;400;Espana;Toro;27.89;Toro Red;5;3
Artadi;Valdegines;2016;04. Feb;398;Espana;Vino de Espana;48.96;Tempranillo;4;2
Contino;Rioja Graciano;2011;04. Feb;395;Espana;Rioja;61.94;Rioja Red;4;3
Contino;Reserva;2016;04. Feb;392;Espana;Rioja;19.98;Rioja Red;4;3
Conreria d'Scala Dei;Les Brugueres;2018;04. Feb;390;Espana;Priorato;16.76;Priorat Red;4;3
Mustiguillo;Finca Terrerazo;2017;04. Feb;390;Espana;El Terrerazo;24.45;Red;4;3
Matarromera;Gran Reserva;2011;04. Feb;389;Espana;Ribera del Duero;64.5;Ribera Del Duero Red;5;3
Sei Solo;Preludio;2016;04. Feb;388;Espana;Ribera del Duero;31.63;Ribera Del Duero Red;5;3
Vinedos de Paganos;El Puntido;2005;04. Feb;384;Espana;Rioja;73;Rioja Red;4;3
La Vicalanda;Reserva;2015;04. Feb;420;Espana;Rioja;17. Mai;Rioja Red;4;3
Enrique Mendoza;Santa Rosa;2017;04. Feb;420;Espana;Alicante;18. Sep;Red;4;3
Clos Pons;Roc Nu;2011;04. Feb;420;Espana;Costers del Segre;23.95;Red;4;3
Sierra Cantabria;Coleccion Privada;2012;04. Feb;420;Espana;Rioja;28. Mrz;Rioja Red;4;3
Imperial;Rioja Reserva;2004;04. Feb;417;Espana;Rioja;45;Rioja Red;4;3
Losada;Altos de Losada;2018;04. Feb;415;Espana;Bierzo;17. Sep;Mencia;3;3
Mar de Frades;Rias Baixas Albarino Finca Valinas;2015;04. Feb;414;Espana;Rias Baixas;16.78;Albarino;3;3
La Rioja Alta;Vina Alberdi Crianza;2018;04. Feb;410;Espana;Rioja;13.58;Rioja Red;4;3
Bodegas La Horra;Corimbo I;2015;04. Feb;412;Espana;Ribera del Duero;37.9;Ribera Del Duero Red;5;3
Vina Pedrosa;Gran Reserva;2011;04. Feb;410;Espana;Ribera del Duero;51.35;Ribera Del Duero Red;5;3
Campillo;Gran Reserva Rioja;2012;04. Feb;410;Espana;Rioja;22.99;Rioja Red;4;3
Ramon do Casar;Treixadura;2020;04. Feb;407;Espana;Ribeiro;Nov 95;NA;NA;NA
Lustau;Candela Cream Dulce Sweet;N.V.;04. Feb;405;Espana;Jerez-Xeres-Sherry;07. Jan;Sherry;4;3
Portal del Priorat;Clos del Portal Somni;2014;04. Feb;404;Espana;Priorato;77.36;Priorat Red;4;3
Binigrau;Nounat;2020;04. Feb;404;Espana;Mallorca;19. Sep;NA;NA;NA
Ramon Bilbao;Mirto;2011;04. Feb;402;Espana;Rioja;28.53;Rioja Red;4;3
Matsu;El Viejo;2019;04. Feb;400;Espana;Toro;27.89;Toro Red;5;3
Artadi;Valdegines;2016;04. Feb;398;Espana;Vino de Espana;48.96;Tempranillo;4;2
Contino;Rioja Graciano;2011;04. Feb;395;Espana;Rioja;61.94;Rioja Red;4;3
Contino;Reserva;2016;04. Feb;392;Espana;Rioja;19.98;Rioja Red;4;3
Conreria d'Scala Dei;Les Brugueres;2018;04. Feb;390;Espana;Priorato;16.76;Priorat Red;4;3
Mustiguillo;Finca Terrerazo;2017;04. Feb;390;Espana;El Terrerazo;24.45;Red;4;3
Matarromera;Gran Reserva;2011;04. Feb;389;Espana;Ribera del Duero;64.5;Ribera Del Duero Red;5;3
Sei Solo;Preludio;2016;04. Feb;388;Espana;Ribera del Duero;31.63;Ribera Del Duero Red;5;3
Vinedos de Paganos;El Puntido;2005;04. Feb;384;Espana;Rioja;73;Rioja Red;4;3
La Vicalanda;Reserva;2015;04. Feb;420;Espana;Rioja;17. Mai;Rioja Red;4;3
Enrique Mendoza;Santa Rosa;2017;04. Feb;420;Espana;Alicante;18. Sep;Red;4;3
Clos Pons;Roc Nu;2011;04. Feb;420;Espana;Costers del Segre;23.95;Red;4;3
Sierra Cantabria;Coleccion Privada;2012;04. Feb;420;Espana;Rioja;28. Mrz;Rioja Red;4;3
Imperial;Rioja Reserva;2004;04. Feb;417;Espana;Rioja;45;Rioja Red;4;3
Losada;Altos de Losada;2018;04. Feb;415;Espana;Bierzo;17. Sep;Mencia;3;3
Mar de Frades;Rias Baixas Albarino Finca Valinas;2015;04. Feb;414;Espana;Rias Baixas;16.78;Albarino;3;3
La Rioja Alta;Vina Alberdi Crianza;2018;04. Feb;410;Espana;Rioja;13.58;Rioja Red;4;3
